Clone,Replicate,Float/Sink,Epp/Hatch,Plate,Well,ID,SampleWeek,HatchDate,Vernalized,Dead,Sterile,?,AllMale,MalesObs,EppObserved,FullEppObserve,Reproduced,Notes,1WeekCheckDate,1WeekAlive,2WeekCheckDate,2WeekAlive,3WeekCheckDate,3WeekAlive,4WeekCheckDate,4WeekAlive,5WeekCheckDate,5WeekAlive
AxB,R4,Sink,Epp,5/15/19A,B2,P43_A,5,7/3/2019,1,,,,,,,,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8515,R2,Sink,Epp,5/15/19A,H12,P36_A,5,7/3/2019,1,,,,,,1,,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R4,Sink,Epp,5/15/19A,B6,P47_B,5,7/3/2019,1,,,,,,,,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,Y,8/1/2019,R,8/8/2019,R
AxB,R4,Sink,Epp,5/15/19A,B1,P42_B,5,7/3/2019,1,1,,,,,,,,,7/10/2019,Y,7/17/2019,Y,7/24/2019,N,7/31/2019,,8/7/2019,
D8179,R2,Sink,Epp,5/15/19A,E9,P4_A,5,7/3/2019,1,1,,,,,,,,,7/11/2019,Y,7/18/2019,Y,7/25/2019,N,8/1/2019,,8/8/2019,
AxB,R4,Sink,Epp,5/15/19A,C2,P55_B,5,7/3/2019,1,1,,,,,,,,,7/11/2019,N,7/18/2019,N,7/25/2019,,8/1/2019,,8/8/2019,
AxB,R4,Sink,Epp,5/15/19A,B10,P51_B,5,7/3/2019,1,1,,,,,,,,,7/11/2019,Y,7/18/2019,N,7/25/2019,,8/1/2019,,8/8/2019,
AxB,R4,Sink,Epp,5/15/19A,D1,P66_A,5,7/3/2019,1,1,,,,,,,,,7/11/2019,N,7/18/2019,,7/25/2019,,8/1/2019,,8/8/2019,
D8515,R2,Sink,Epp,5/15/19A,G7,P19_A,5,7/3/2019,1,1,,,,,,,,,7/11/2019,N,7/18/2019,,7/25/2019,,8/1/2019,,8/8/2019,
AxB,R4,Sink,Epp,5/15/19A,A1,P30_A,5,7/3/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R4,Sink,Epp,5/15/19A,A1,P30_B,5,7/3/2019,1,,,,,1,1,,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R4,Sink,Epp,5/15/19A,A9,P38_B,5,7/3/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R4,Sink,Epp,5/15/19A,B2,P43_B,5,7/3/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R4,Sink,Epp,5/15/19A,B8,P49_A,5,7/3/2019,1,,,,,1,1,1,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R4,Sink,Epp,5/15/19A,B8,P49_B,5,7/3/2019,1,,,,,1,1,1,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R4,Sink,Epp,5/15/19A,B10,P51_A,5,7/3/2019,1,,,,,,1,,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R4,Sink,Epp,5/15/19A,C6,P59_A,5,7/3/2019,1,,,,,,1,,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R4,Sink,Epp,5/15/19A,C6,P59_B,5,7/3/2019,1,,,,,1,1,1,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R4,Sink,Epp,5/15/19A,C8,P61_A,5,7/3/2019,1,,,,,1,1,,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R4,Sink,Epp,5/15/19A,C12,P65_A,5,7/3/2019,1,,,,,1,1,1,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R4,Sink,Epp,5/15/19A,D5,P70_A,5,7/3/2019,1,,,,,1,1,,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R4,Sink,Epp,5/15/19A,D6,P71_A,5,7/3/2019,1,,,,,1,1,,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R4,Sink,Epp,5/15/19A,E1,P78_A,5,7/3/2019,1,,,,,1,1,1,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
D8222,R1,Sink,Epp,5/15/19A,F6,P22_B,5,7/3/2019,1,,,,,1,1,1,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
D8515,R2,Sink,Epp,5/15/19A,G6,P18_A,5,7/3/2019,1,,,,,1,1,1,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
D8515,R2,Sink,Epp,5/15/19A,H9,P33_A,5,7/3/2019,1,,,,,1,1,1,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
D8515,R2,Sink,Epp,5/15/19A,H9,P33_B,5,7/3/2019,1,,,,,1,1,,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
D8515,R2,Sink,Epp,5/15/19A,H12,P36_B,5,7/3/2019,1,,,,,1,1,1,1,,7/11/2019,Y,7/18/2019,Y,7/25/2019,R,8/1/2019,R,8/8/2019,R
AxB,R4,Sink,Epp,5/15/19A,B5,P46_A,5,7/5/2019,1,,,,,1,1,1,1,,7/12/2019,Y,7/19/2019,Y,7/26/2019,R,8/2/2019,R,8/9/2019,R
AxB,R4,Sink,Epp,5/15/19A,D4,P69_A,5,7/5/2019,1,,,,,1,1,1,1,,7/12/2019,Y,7/19/2019,Y,7/26/2019,R,8/2/2019,R,8/9/2019,R
AxB,R4,Sink,Epp,5/15/19A,B6,P47_A,5,7/3/2019,1,,,,,1,1,,1,Not media changed until week 6!,7/11/2019,Y,7/18/2019,Y,7/25/2019,Y,8/1/2019,R,8/8/2019,R
AxB,R4,Sink,Epp,5/15/19A,D7,P72_A,5,7/3/2019,1,,,,,1,1,,1,Not media changed until week 6!,7/11/2019,Y,7/18/2019,Y,7/25/2019,Y,8/1/2019,R,8/8/2019,R
D8179,R2,Sink,Epp,5/15/19A,E8,P3_B,5,7/3/2019,1,,,,,1,,,1,Not media changed until week 6!,7/11/2019,Y,7/18/2019,Y,7/25/2019,Y,8/1/2019,Y,8/8/2019,R
AxB,R4,Sink,Epp,5/15/19A,A9,P38_A,5,7/3/2019,1,,1,,,,,,,,7/10/2019,Y,7/17/2019,Y,7/24/2019,Y,7/31/2019,Y,8/7/2019,Y
AxB,R4,Sink,Epp,5/15/19A,A11,P40_A,5,7/3/2019,1,,1,,,,,,,,7/10/2019,Y,7/17/2019,Y,7/24/2019,Y,7/31/2019,Y,8/7/2019,Y
AxB,R4,Sink,Epp,5/15/19A,B1,P42_A,5,7/3/2019,1,,1,,,,,,,,7/10/2019,Y,7/17/2019,Y,7/24/2019,Y,7/31/2019,Y,8/7/2019,Y
AxB,R4,Sink,Epp,5/15/19A,D2,P67_A,5,7/3/2019,1,,1,,,,,,,,7/11/2019,Y,7/18/2019,Y,7/25/2019,Y,8/1/2019,Y,8/8/2019,Y
D8222,R1,Sink,Epp,5/15/19A,F8,P24_A,5,7/3/2019,1,,1,,,,,,,,7/11/2019,Y,7/18/2019,Y,7/25/2019,Y,8/1/2019,Y,8/8/2019,Y
D8515,R2,Float,Epp,5/15/19B,NA,P175_A,5,5/21/2019,0,1,,,,,,,,May be incorrect,5/28/2019,Y,6/4/2019,N,6/11/2019,N,6/18/2019,N,6/25/2019,N
D8515,R2,Sink,Epp,5/15/19B,C10,P69_A,5,7/3/2019,1,,,,,,,,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8515,R2,Sink,Epp,5/15/19B,E10,P92_A,5,7/3/2019,1,,,,,,1,,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8515,R2,Sink,Epp,5/15/19B,H5,P125_A,5,7/5/2019,1,1,,,,,,,,,7/12/2019,N,7/19/2019,N,7/26/2019,,8/2/2019,,8/9/2019,
D8515,R2,Sink,Epp,5/15/19B,A5,P41_A,5,7/8/2019,1,1,,,,,,,,,7/15/2019,N,7/22/2019,,7/29/2019,,8/5/2019,,8/12/2019,
D8515,R2,Sink,Epp,5/15/19B,D6,P76_A,5,7/3/2019,1,,,,,1,1,,1,,7/10/2019,Y,7/17/2019,R,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8515,R2,Sink,Epp,5/15/19B,F1,P106_A,5,7/3/2019,1,,,,,1,1,,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8515,R2,Sink,Epp,5/15/19B,B2,P49_A,5,7/5/2019,1,,,,,1,1,1,1,,7/12/2019,Y,7/19/2019,Y,7/26/2019,R,8/2/2019,R,8/9/2019,R
D8515,R2,Sink,Epp,5/15/19B,B7,P54_A,5,7/5/2019,1,,1,,,,,,,,7/12/2019,Y,7/19/2019,Y,7/26/2019,Y,8/2/2019,Y,8/9/2019,Y
D8515,R1,Sink,Epp,5/16/19A,C2,P93_A,5,5/21/2019,0,1,,,,,,,,,5/27/2019,N,6/3/2019,N,6/10/2019,N,6/17/2019,N,6/24/2019,N
AxB,R2,Sink,Epp,5/16/19A,H11,P101_A,5,7/2/2019,1,1,,,,,,,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,,8/7/2019,N
AxB,R1,Float,Epp,5/16/19A,A10,P48_B,5,7/2/2019,1,,,,,,,,1,,7/9/2019,Y,7/16/2019,Y,7/23/2019,missing,7/30/2019,R,8/6/2019,R
AxB,R1,Float,Epp,5/16/19A,A8,P46_A,5,7/2/2019,1,,,,,1,1,1,1,"jar dead, all male",7/9/2019,Y,7/16/2019,Y,7/23/2019,R,7/30/2019,R,8/6/2019,R
AxB,R1,Float,Epp,5/16/19A,A9,P47_A,5,7/2/2019,1,,,,,1,1,1,1,"HYBRID, jar dead, all male",7/9/2019,Y,7/16/2019,Y,7/23/2019,R,7/30/2019,R,8/6/2019,R
AxB,R2,Float,Epp,5/16/19A,D6,P86_A,5,7/2/2019,1,,,,,1,1,1,1,"jar dead, all male",7/9/2019,Y,7/16/2019,Y,7/23/2019,R,7/30/2019,R,8/6/2019,R
AxB,R2,Float,Epp,5/16/19A,D10,P90_A,5,7/2/2019,1,,,,,1,,,1,"jar dead, all male",7/9/2019,Y,7/16/2019,Y,7/23/2019,R,7/30/2019,R,8/6/2019,R
AxB,R2,Float,Epp,5/16/19A,E3,P95_A,5,7/2/2019,1,,,,,1,1,,1,"jar dead, all male",7/9/2019,Y,7/16/2019,Y,7/23/2019,R,7/30/2019,R,8/6/2019,R
D8515,R1,Sink,Epp,5/16/19A,B11,P91_A,5,7/2/2019,1,,,,,,1,,1,,7/9/2019,Y,7/16/2019,Y,7/23/2019,R,7/30/2019,R,8/6/2019,R
D8515,R1,Sink,Epp,5/16/19A,C6,P97_A,5,7/2/2019,1,,,,,1,1,,1,"jar dead, all male",7/9/2019,Y,7/16/2019,Y,7/23/2019,R,7/30/2019,R,8/6/2019,R
AxB,R2,Float,Epp,5/16/19A,D5,P85_A,5,7/3/2019,1,,,,,,1,,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R2,Float,Epp,5/16/19A,E4,P96_B,5,7/2/2019,1,,,,,1,,,1,"jar dead, all males",7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R4,Sink,Epp,5/16/19A,G11,P90_A,5,7/2/2019,1,,,,,1,,,1,"jar dead, all males",7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R1,Sink,Epp,5/16/19A,D1,P53_A,5,7/2/2019,1,1,,,,,,,,,7/9/2019,Y,7/16/2019,Y,7/23/2019,N,7/30/2019,,8/6/2019,
AxB,R2,Float,Epp,5/16/19A,D8,P88_A,5,7/3/2019,1,1,,,,,,,,,7/10/2019,Y,7/17/2019,N,7/24/2019,,7/31/2019,,8/7/2019,
AxB,R1,Float,Epp,5/16/19A,A9,P47_B,5,7/2/2019,1,1,,,,,,,,,7/9/2019,N,7/16/2019,,7/23/2019,,7/30/2019,,8/6/2019,
AxB,R4,Sink,Epp,5/16/19A,G10,P89_B,5,7/2/2019,1,1,,,,,,,,,7/10/2019,N,7/17/2019,,7/24/2019,,7/31/2019,,8/7/2019,
D8515,R1,Float,Epp,5/16/19A,F11,P113_A,5,7/2/2019,1,1,1,,,,,,,Sterile,7/10/2019,Y,7/17/2019,Y,7/24/2019,Y,7/31/2019,Y str,8/7/2019,N
AxB,R1,Float,Epp,5/16/19A,A10,P48_A,5,7/2/2019,1,,,,,1,,,1,,7/9/2019,Y,7/16/2019,Y,7/23/2019,R,7/30/2019,R,8/6/2019,R
AxB,R1,Float,Epp,5/16/19A,A12,P50_A,5,7/2/2019,1,,,,,1,1,1,1,,7/9/2019,Y,7/16/2019,Y,7/23/2019,R,7/30/2019,R,8/6/2019,R
AxB,R2,Float,Epp,5/16/19A,D4,P84_A,5,7/2/2019,1,,,,,1,1,,1,,7/9/2019,Y,7/16/2019,Y,7/23/2019,R,7/30/2019,R,8/6/2019,R
AxB,R2,Float,Epp,5/16/19A,D7,P87_A,5,7/2/2019,1,,,,,1,,,1,,7/9/2019,Y,7/16/2019,Y,7/23/2019,R,7/30/2019,R,8/6/2019,R
AxB,R2,Float,Epp,5/16/19A,D9,P89_A,5,7/2/2019,1,,,,,,1,,1,,7/9/2019,Y,7/16/2019,Y,7/23/2019,R,7/30/2019,R,8/6/2019,R
AxB,R2,Float,Epp,5/16/19A,D11,P91_A,5,7/2/2019,1,,,,,1,1,,1,,7/9/2019,Y,7/16/2019,Y,7/23/2019,R,7/30/2019,R,8/6/2019,R
AxB,R2,Float,Epp,5/16/19A,E1,P93_A,5,7/2/2019,1,,,,,1,1,1,1,,7/9/2019,Y,7/16/2019,Y,7/23/2019,R,7/30/2019,R,8/6/2019,R
AxB,R2,Float,Epp,5/16/19A,E2,P94_A,5,7/2/2019,1,,,,,1,1,,1,,7/9/2019,Y,7/16/2019,Y,7/23/2019,R,7/30/2019,R,8/6/2019,R
AxB,R1,Sink,Epp,5/16/19A,D2,P54_A,5,7/2/2019,1,,,,,,1,,1,,7/9/2019,Y,7/16/2019,Y,7/23/2019,R,7/30/2019,R,8/6/2019,R
D8515,R1,Sink,Epp,5/16/19A,B10,P90_B,5,7/2/2019,1,,,,,1,,,1,,7/9/2019,Y,7/16/2019,Y,7/23/2019,R,7/30/2019,R,8/6/2019,R
D8515,R1,Sink,Epp,5/16/19A,C5,P96_B,5,7/2/2019,1,,,,,1,1,,1,,7/9/2019,Y,7/16/2019,Y,7/23/2019,R,7/30/2019,R,8/6/2019,R
AxB,R2,Float,Epp,5/16/19A,D7,P87_B,5,7/3/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R2,Float,Epp,5/16/19A,E4,P96_A,5,7/2/2019,1,,,,,,1,,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R4,Sink,Epp,5/16/19A,G10,P89_A,5,7/2/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R2,Sink,Epp,5/16/19A,H9,P99_A,5,7/2/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R2,Sink,Epp,5/16/19A,E9,P99_B,5,7/2/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8222,R2,Float,Epp,5/16/19A,E7,P3_A,5,7/2/2019,1,,,,,,1,,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8222,R2,Float,Epp,5/16/19A,E8,P4_A,5,7/2/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8515,R1,Float,Epp,5/16/19A,F3,P105_A,5,7/2/2019,1,,,,,1,1,,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8515,R1,Float,Epp,5/16/19A,F6,P108_A,5,7/2/2019,1,,,,,1,1,,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8515,R1,Float,Epp,5/16/19A,F9,P111_A,5,7/2/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8515,R1,Float,Epp,5/16/19A,F11,P113_B,5,7/2/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R2,Float,Epp,5/16/19A,D5,P85_B,5,7/5/2019,1,,,,,1,1,1,1,,7/12/2019,Y,7/19/2019,Y,7/26/2019,R,8/2/2019,R,8/9/2019,R
D8515,R1,Sink,Epp,5/16/19A,C5,P96_A,5,5/21/2019,0,,,,,1,,,1,,5/28/2019,Y,6/4/2019,Y,6/11/2019,Y,6/18/2019,R,6/25/2019,R
AxB,R1,Sink,Epp,5/16/19A,D2,P54_B,5,7/2/2019,1,,,,,1,1,1,1,,7/9/2019,Y,7/16/2019,Y,7/23/2019,Y,7/30/2019,R,8/6/2019,R
AxB,R1,Float,Epp,5/16/19A,A6,P44_A,5,7/2/2019,1,,1,,,,,,,,7/9/2019,Y,7/16/2019,Y,7/23/2019,Y,7/30/2019,Y,8/6/2019,Y
AxB,R1,Float,Epp,5/16/19A,A11,P49_A,5,7/2/2019,1,,1,,,,,,,,7/9/2019,Y,7/16/2019,Y,7/23/2019,Y,7/30/2019,Y,8/6/2019,Y
AxB,R2,Float,Epp,5/16/19A,D3,P83_A,5,7/2/2019,1,,1,,,,,,,,7/9/2019,Y,7/16/2019,Y,7/23/2019,Y,7/30/2019,Y,8/6/2019,Y
AxB,R2,Float,Epp,5/16/19A,D11,P91_B,5,7/2/2019,1,,1,,,,,,,,7/9/2019,Y,7/16/2019,Y,7/23/2019,Y,7/30/2019,Y,8/6/2019,Y
AxB,R2,Float,Epp,5/16/19A,E3,P95_B,5,7/2/2019,1,,1,,,,,,,,7/9/2019,Y,7/16/2019,Y,7/23/2019,Y,7/30/2019,Y,8/6/2019,Y
AxB,R1,Sink,Epp,5/16/19A,C12,P52_A,5,7/2/2019,1,,1,,,,,,,,7/9/2019,Y,7/16/2019,Y,7/23/2019,Y,7/30/2019,Y,8/6/2019,Y
D8515,R1,Sink,Epp,5/16/19A,B1,P81_A,5,7/2/2019,1,,1,,,,,,,,7/9/2019,Y,7/16/2019,Y,7/23/2019,Y,7/30/2019,Y,8/6/2019,Y
D8515,R1,Sink,Epp,5/16/19A,B3,P83_A,5,7/2/2019,1,,1,,,,,,,,7/9/2019,Y,7/16/2019,Y,7/23/2019,Y,7/30/2019,Y,8/6/2019,Y
D8515,R1,Sink,Epp,5/16/19A,B3,P83_B,5,7/2/2019,1,,1,,,,,,,,7/9/2019,Y,7/16/2019,Y,7/23/2019,Y,7/30/2019,Y,8/6/2019,Y
D8515,R1,Sink,Epp,5/16/19A,B10,P90_A,5,7/2/2019,1,,1,,,,,,,,7/9/2019,Y,7/16/2019,Y,7/23/2019,Y,7/30/2019,Y,8/6/2019,Y
AxB,R1,Float,Epp,5/16/19A,A7,P45_A,5,7/3/2019,1,,1,,,,,,,,7/10/2019,Y,7/17/2019,Y,7/24/2019,Y,7/31/2019,Y,8/7/2019,Y
D8222,R2,Float,Epp,5/16/19A,E8,P4_B,5,7/3/2019,1,,1,,,,,,,,7/10/2019,Y,7/17/2019,Y,7/24/2019,Y,7/31/2019,Y,8/7/2019,Y
D8515,R1,Float,Epp,5/16/19A,E12,P102_A,5,7/3/2019,1,,1,,,,,,,,7/10/2019,Y,7/17/2019,Y,7/24/2019,Y,7/31/2019,Y,8/7/2019,Y
D8222,R2,Sink,Epp,5/16/19B,C1,P8_A,5,5/20/2019,0,,,,,1,1,1,1,"only males left 7/22, 1 filled epp found in backup",5/27/2019,Y,6/3/2019,Y,6/10/2019,R,6/17/2019,R,6/24/2019,R
D8222,R2,Sink,Epp,5/16/19B,C10,P17_A,5,7/3/2019,1,,,,,1,,,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8222,R2,Sink,Epp,5/16/19B,C12,P19_B,5,7/3/2019,1,,,,,,,,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8222,R2,Sink,Epp,5/16/19B,D3,P22_B,5,7/3/2019,1,,,,,1,,,1,"jar dead, all male",7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8222,R2,Sink,Epp,5/16/19B,C4,P11_A,5,7/3/2019,1,1,,,,,,,,,7/10/2019,Y,7/17/2019,N,7/24/2019,,7/31/2019,,8/7/2019,
D8222,R2,Sink,Epp,5/16/19B,C7,P14_B,5,7/3/2019,1,1,,,,,,,,,7/10/2019,Y,7/17/2019,N,7/24/2019,,7/31/2019,,8/7/2019,
D8222,R2,Sink,Epp,5/16/19B,B12,P7_A,5,7/3/2019,1,1,,,,,,,,,7/10/2019,Y,7/17/2019,N,7/24/2019,,7/31/2019,,8/7/2019,
D8222,R2,Sink,Epp,5/16/19B,C9,P16_B,5,7/3/2019,1,1,,,,,,,,,7/10/2019,N,7/17/2019,,7/24/2019,,7/31/2019,,8/7/2019,
D8515,R2,Float,Epp,5/16/19B,E8,P143_A,5,7/3/2019,1,1,,,,,,,,,7/10/2019,N,7/17/2019,,7/24/2019,,7/31/2019,,8/7/2019,
D8515,R2,Float,Epp,5/16/19B,G11,P170_B,5,7/3/2019,1,1,,,,,,,,,7/10/2019,N,7/17/2019,,7/24/2019,,7/31/2019,,8/7/2019,
D8222,R2,Sink,Epp,5/16/19B,C2,P9_A,5,7/8/2019,1,1,,,,,,,,,7/15/2019,N,7/22/2019,,7/29/2019,,8/5/2019,,8/12/2019,
D8515,R2,Float,Epp,5/16/19B,G11,P170_A,5,7/3/2019,1,1,1,,,,,,,Sterile,7/10/2019,Y,7/17/2019,Y,7/24/2019,Y,7/31/2019,Y,8/7/2019,N
AxB,R2,Sink,Epp,5/16/19B,A5,P107_A,5,7/3/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,R,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8515,R2,Float,Epp,5/16/19B,F8,P155_B,5,7/3/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,R,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R4,Float,Epp,5/16/19B,A8,P93_A,5,7/3/2019,1,,,,,1,1,1,1,HYBRID,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R2,Sink,Epp,5/16/19B,A1,P103_B,5,7/3/2019,1,,,,,,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R2,Sink,Epp,5/16/19B,A3,P105_A,5,7/3/2019,1,,,,,1,1,,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R2,Sink,Epp,5/16/19B,A5,P107_B,5,7/3/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8222,R2,Sink,Epp,5/16/19B,C3,P10_A,5,7/3/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8222,R2,Sink,Epp,5/16/19B,A6,P13_A,5,7/3/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8222,R2,Sink,Epp,5/16/19B,A6,P13_B,5,7/3/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8222,R2,Sink,Epp,5/16/19B,D3,P22_A,5,7/3/2019,1,,,,,,1,,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8222,R2,Sink,Epp,5/16/19B,D4,P23_A,5,7/3/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8515,R2,Float,Epp,5/16/19B,E11,P146_A,5,7/3/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8515,R2,Float,Epp,5/16/19B,F8,P155_A,5,7/3/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8515,R2,Float ,Epp,5/16/19B,D6,P129_A,5,7/3/2019,1,,,,,1,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,R,7/31/2019,R,8/7/2019,R
AxB,R2,Sink,Epp,5/16/19B,A1,P103_A,5,7/3/2019,1,,,,,,1,,1,,7/10/2019,Y,7/17/2019,,7/24/2019,R,7/31/2019,R,8/7/2019,R
D8222,R2,Sink,Epp,5/16/19B,C7,P14_A,5,7/3/2019,1,,,,,,1,1,1,,7/10/2019,Y,7/17/2019,Y,7/24/2019,Y,7/31/2019,Y,8/7/2019,R
AxB,R2,Sink,Epp,5/16/19B,A4,P106_A,5,7/3/2019,1,,1,,,,,,,,7/10/2019,Y,7/17/2019,Y,7/24/2019,Y,7/31/2019,Y,8/7/2019,Y
D8222,R2,Sink,Epp,5/16/19B,C9,P16_A,5,7/3/2019,1,,1,,,,,,,,7/10/2019,Y,7/17/2019,Y,7/24/2019,Y,7/31/2019,Y,8/7/2019,Y
D8222,R2,Sink,Epp,5/16/19B,C12,P19_A,5,7/3/2019,1,,1,,,,,,,,7/10/2019,Y,7/17/2019,Y,7/24/2019,Y,7/31/2019,Y,8/7/2019,Y
D8515,R2,Float,Epp,5/16/19B,E11,P146_B,5,7/3/2019,1,,1,,,,,,,,7/10/2019,Y,7/17/2019,Y,7/24/2019,Y,7/31/2019,Y,8/7/2019,Y
D8515,R2,Float,Epp,5/16/19B,G12,P171_A,5,7/3/2019,1,,1,,,,,,,,7/10/2019,Y,7/17/2019,Y,7/24/2019,Y,7/31/2019,Y,8/7/2019,Y
D8515,R2,Float,Epp,5/16/19B,H4,P174_A,5,7/3/2019,1,,1,,,,,,,,7/10/2019,Y,7/17/2019,Y,7/24/2019,Y,7/31/2019,Y,8/7/2019,Y
AxB,R1,Sink,Epp,5/22/19A,D7,P68_A,6,6/10/2019,0,1,,,,,,,,,6/17/2019,N,6/24/2019,N,7/1/2019,N,7/8/2019,N,7/15/2019,N
