Clone,Replicate,Float/Sink,Epp/Hatch,Plate,Well,ID,SampleWeek,HatchDate,Vernalized,Dead,Sterile,?,AllMale,MalesObs,EppObserved,FullEppObserve,Reproduced,Notes,1WeekCheckDate,1WeekAlive,2WeekCheckDate,2WeekAlive,3WeekCheckDate,3WeekAlive,4WeekCheckDate,4WeekAlive,5WeekCheckDate,5WeekAlive
AxB,R2,Sink,Epp,5/29/19A,H12,P154_A,7,8/7/2019,1,1,,1,,,,,,,8/15/2019,missing,8/22/2019,,8/29/2019,missing,9/5/2019,missing,9/12/2019,missing
AxB,R2,Float,Epp,5/29/19A,E5,P141_A,7,6/3/2019,0,,,,,1,1,1,1,,6/10/2019,Y,6/17/2019,Y,6/24/2019,R,7/1/2019,R,7/8/2019,R
AxB,R1,Sink,Epp,5/29/19A,A7,P114_A,7,6/3/2019,0,,,,,1,1,1,1,,6/10/2019,Y,6/17/2019,Y,6/24/2019,R,7/1/2019,R,7/8/2019,R
AxB,R2,Float,Epp,5/29/19A,F10,P149_A,7,6/19/2019,0,,,,,1,1,1,1,,6/26/2019,Y,7/3/2019,Y,7/10/2019,R,7/17/2019,R,7/24/2019,R
AxB,R2,Float,Epp,5/29/19A,F10,P158_A,7,6/19/2019,0,,,,,1,1,,1,,6/26/2019,Y,7/3/2019,Y,7/10/2019,R,7/17/2019,R,7/24/2019,R
AxB,R2,Float,Epp,5/29/19A,D12,P136_A,7,6/21/2019,0,,,,,1,1,,1,2 2-egg epp in backup,6/28/2019,Y,7/5/2019,Y,7/12/2019,R,7/19/2019,R,7/26/2019,R
AxB,R2,Float,Epp,5/29/19A,G2,P161_B,7,6/28/2019,0,,,,,1,,,1,,7/5/2019,Y,7/12/2019,Y,7/19/2019,R,7/26/2019,R,8/2/2019,R
AxB,R2,Float,Epp,5/29/19A,D8,P132_A,7,8/7/2019,1,,,,,1,1,1,1,,8/15/2019,Y,8/22/2019,Y,8/29/2019,R,9/5/2019,R,9/12/2019,R
AxB,R2,Float,Epp,5/29/19A,D9,P133_A,7,8/7/2019,1,,,,,1,1,1,1,,8/15/2019,Y,8/22/2019,Y,8/29/2019,R,9/5/2019,R,9/12/2019,R
AxB,R2,Float,Epp,5/29/19A,E3,P139_B,7,8/7/2019,1,,,,,,1,,1,,8/15/2019,Y,8/22/2019,Y,8/29/2019,R,9/5/2019,R,9/12/2019,R
AxB,R2,Float,Epp,5/29/19A,E7,P143_A,7,8/7/2019,1,,,,,1,1,1,1,,8/15/2019,Y,8/22/2019,Y,8/29/2019,R,9/5/2019,R,9/12/2019,R
AxB,R2,Float,Epp,5/29/19A,F2,P150_A,7,8/7/2019,1,,,,,1,1,1,1,,8/15/2019,Y,8/22/2019,Y,8/29/2019,R,9/5/2019,R,9/12/2019,R
AxB,R2,Float,Epp,5/29/19A,F2,P150_B,7,8/7/2019,1,,,,,,1,,1,,8/15/2019,Y,8/22/2019,Y,8/29/2019,R,9/5/2019,R,9/12/2019,R
AxB,R2,Float,Epp,5/29/19A,G5,P165_B,7,8/7/2019,1,,,,,1,1,1,1,,8/15/2019,Y,8/22/2019,Y,8/29/2019,R,9/5/2019,R,9/12/2019,R
AxB,R2,Float,Epp,5/29/19A,D6,P130_A,7,8/7/2019,1,1,,,1,1,,,1,"jar dead, all male",8/15/2019,Y,8/22/2019,Y,8/29/2019,R (mom dead),9/5/2019,R,9/12/2019,R
AxB,R1,Sink,Epp,5/29/19A,A10,P117_A,7,6/3/2019,0,,,,,1,1,,1,,6/10/2019,Y,6/17/2019,Y,6/24/2019,Y,7/1/2019,R,7/8/2019,R
AxB,R2,Sink,Epp,5/29/19A,H4,P176_A,7,6/3/2019,0,,,,,,,,1,,6/10/2019,Y,6/17/2019,Y,6/24/2019,Y,7/1/2019,R,7/8/2019,R
AxB,R1,Sink,Epp,5/29/19A,A5,P112_B,7,6/21/2019,0,,,,,1,,,1,,6/28/2019,Y,7/5/2019,Y,7/12/2019,Y,7/19/2019,R,7/26/2019,R
AxB,R2,Float,Epp,5/29/19A,D12,P136_B,7,8/7/2019,1,,,,,1,1,1,1,,8/15/2019,Y,8/22/2019,Y,8/29/2019,Y,9/5/2019,R,9/12/2019,R
AxB,R1,Sink,Epp,5/29/19A,A5,P112_A,7,6/3/2019,0,,1,,,,,,,not typical sterile pheno,6/10/2019,Y,6/17/2019,Y,6/24/2019,Y,7/1/2019,Y,7/8/2019,Y
AxB,R1,Sink,Epp,5/29/19A,A10,P117_B,7,6/3/2019,0,,1,,,,,,,not typical sterile pheno,6/10/2019,Y,6/17/2019,Y,6/24/2019,Y,7/1/2019,Y,7/8/2019,Y
AxB,R1,Sink,Epp,5/29/19A,B3,P122_A,7,6/3/2019,0,,1,,,,,,,,6/10/2019,Y,6/17/2019,Y,6/24/2019,Y,7/1/2019,Y,7/8/2019,Y
AxB,R1,Sink,Epp,5/29/19A,B8,P127_A,7,6/3/2019,0,,1,,,,,,,not typical sterile pheno,6/10/2019,Y,6/17/2019,Y,6/24/2019,Y,7/1/2019,Y,7/8/2019,Y
AxB,R1,Sink,Epp,5/29/19A,C12,P143_B,7,6/3/2019,0,,1,,,,,,,,6/10/2019,Y,6/17/2019,Y,6/24/2019,Y,7/1/2019,Y,7/8/2019,Y
AxB,R2,Sink,Epp,5/29/19A,H4,P176_B,7,6/3/2019,0,,1,,,,,,,,6/10/2019,Y,6/17/2019,Y,6/24/2019,Y,7/1/2019,Y,7/8/2019,Y
AxB,R2,Float,Epp,5/29/19A,E1,P137_A,7,6/14/2019,0,,1,,,,,,,Sterile,6/21/2019,Y,6/28/2019,Y,7/5/2019,Y,7/12/2019,Y,7/19/2019,Y
AxB,R2,Float,Epp,5/29/19A,G7,P167_A,7,6/21/2019,0,,1,,,,,,,Sterile,6/28/2019,Y,7/5/2019,Y,7/12/2019,Y,7/19/2019,Y,7/26/2019,Y
AxB,R2,Float,Epp,5/29/19A,D11,P155_A,7,6/25/2019,0,,1,,,,,,,Sterile,7/2/2019,Y,7/9/2019,Y,7/16/2019,Y,7/23/2019,Y,7/30/2019,Y
AxB,R2,Sink,Epp,5/29/19A,G10,P170_A,7,6/28/2019,0,,1,,,,,,,,7/5/2019,Y,7/12/2019,Y,7/19/2019,Y,7/26/2019,Y,8/2/2019,Y
AxB,R2,Float,Epp,5/29/19A,E4,P140_A,7,8/7/2019,1,,1,,,,,,,,8/15/2019,Y,8/22/2019,Y,8/29/2019,Y,9/5/2019,Y,9/12/2019,Y
AxB,R2,Sink,Epp,5/29/19A,H11,P183_B,7,8/7/2019,1,,1,,,,,,,atypical sterile pheno,8/15/2019,Y,8/22/2019,Y,8/29/2019,Y,9/5/2019,Y,9/12/2019,Y
AxB,R1,Sink,Epp,5/29/19A,A3,P110_A,7,5/31/2019,0,,,,,,1,,1,1 empty epp in backup,6/7/2019,Y,6/14/2019,Y,6/21/2019,Y,6/28/2019,R,7/5/2019,
AxB,R2,Sink,Epp,5/29/19B,A9,P193_B,7,6/3/2019,0,1,,,,,,,,,6/10/2019,N,6/17/2019,N,6/24/2019,N,7/1/2019,N,7/8/2019,N
AxB,R2,Sink,Epp,5/29/19B,F6,P250_A,7,6/3/2019,0,1,,,,,,,,,6/10/2019,N,6/17/2019,N,6/24/2019,N,7/1/2019,N,7/8/2019,N
AxB,R2,Sink,Epp,5/29/19B,C1,P209_B,7,6/6/2019,0,1,,,,,,,,,6/13/2019,N,6/20/2019,N,6/27/2019,N,7/4/2019,N,7/11/2019,N
AxB,R2,Sink,Epp,5/29/19B,E2,P234_A,7,6/3/2019,0,1,,,,,,,,,6/10/2019,Y,6/17/2019,N,6/24/2019,N,7/1/2019,N,7/8/2019,N
AxB,R2,Sink,Epp,5/29/19B,A2,P186_A,7,6/3/2019,0,1,,,,,,,,,6/10/2019,Y,6/17/2019,Y,6/24/2019,N,7/1/2019,N,7/8/2019,N
AxB,R2,Sink,Epp,5/29/19B,B3,P199_A,7,6/3/2019,0,1,,,,,,,,,6/10/2019,Y,6/17/2019,Y,6/24/2019,N,7/1/2019,N,7/8/2019,N
AxB,R2,Sink,Epp,5/29/19B,B10,P206_A,7,6/3/2019,0,1,,,,,,,,,6/10/2019,Y,6/17/2019,Y,6/24/2019,N,7/1/2019,N,7/8/2019,N
AxB,R2,Sink,Epp,5/29/19B,B10,P206_B,7,6/3/2019,0,1,,,,,,,,,6/10/2019,Y,6/17/2019,Y,6/24/2019,N,7/1/2019,N,7/8/2019,N
AxB,R2,Sink,Epp,5/29/19B,C1,P209_A,7,6/3/2019,0,1,,,,,,,,,6/10/2019,Y,6/17/2019,Y,6/24/2019,N,7/1/2019,N,7/8/2019,N
AxB,R2,Sink,Epp,5/29/19B,D4,P224_A,7,6/3/2019,0,1,,,,,,,,,6/10/2019,Y,6/17/2019,Y,6/24/2019,N,7/1/2019,N,7/8/2019,N
AxB,R2,Sink,Epp,5/29/19B,D5,P225_A,7,6/3/2019,0,1,,,,,,,,,6/10/2019,Y,6/17/2019,Y,6/24/2019,N,7/1/2019,N,7/8/2019,N
AxB,R2,Sink,Epp,5/29/19B,A9,P193_A,7,6/3/2019,0,1,,,,,,,1,"(not in reproduce, dead 7/3)",6/10/2019,Y,6/17/2019,Y,6/24/2019,R ,7/1/2019,R,7/8/2019,R
AxB,R2,Sink,Epp,5/29/19B,F1,P245_A,7,6/3/2019,0,,,,,1,,,1,,6/10/2019,Y,6/17/2019,Y,6/24/2019,Y,7/1/2019,R,7/8/2019,R
AxB,R4,Float,Epp,5/29/19B,G1,P110_B,7,6/21/2019,0,,,,,1,1,,1,"jar dead, all male",6/28/2019,Y,7/5/2019,Y,7/12/2019,Y,7/19/2019,R,7/26/2019,R
AxB,R2,Sink,Epp,5/29/19B,F3,P247_A,7,6/3/2019,0,,,,,1,1,,1,"jar dead, all males",6/10/2019,Y,6/17/2019,Y,6/24/2019,Y,7/1/2019,Y,7/8/2019,R
AxB,R2,Sink,Epp,5/29/19B,E11,P243_A,7,8/7/2019,1,1,,,,,,,,,8/14/2019,Y,8/21/2019,missing,8/28/2019,N,9/4/2019,,9/11/2019,
AxB,R4,Sink,Epp,5/29/19B,G7,P116_A,7,8/7/2019,1,1,,,,,,,,,8/14/2019,Y,8/21/2019,Y,8/28/2019,N,9/4/2019,,9/11/2019,
AxB,R2,Sink,Epp,5/29/19B,A2,P186_B,7,8/7/2019,1,1,,,,,,,,,8/14/2019,Y,8/21/2019,Y,8/28/2019,N,9/4/2019,,9/11/2019,
AxB,R2,Sink,Epp,5/29/19B,A5,P189_B,7,8/7/2019,1,1,,,,,,,,,8/14/2019,Y,8/21/2019,Y,8/28/2019,N,9/4/2019,,9/11/2019,
AxB,R2,Sink,Epp,5/29/19B,C6,P190_A,7,8/7/2019,1,1,,,,,,,,,8/14/2019,Y,8/21/2019,Y,8/28/2019,N,9/4/2019,,9/11/2019,
AxB,R2,Sink,Epp,5/29/19B,A8,P192_A,7,8/7/2019,1,1,,,,,,,,,8/14/2019,Y,8/21/2019,Y,8/28/2019,N,9/4/2019,,9/11/2019,
AxB,R2,Sink,Epp,5/29/19B,B4,P200_A,7,8/7/2019,1,1,,,,,,,,,8/14/2019,Y,8/21/2019,Y,8/28/2019,N,9/4/2019,,9/11/2019,
AxB,R2,Sink,Epp,5/29/19B,D12,P232_A,7,8/7/2019,1,1,,,,,,,,,8/14/2019,Y,8/21/2019,Y,8/28/2019,N,9/4/2019,,9/11/2019,
AxB,R2,Sink,Epp,5/29/19B,F5,P249_B,7,8/7/2019,1,1,,,,,,,,,8/14/2019,Y,8/21/2019,Y,8/28/2019,N,9/4/2019,,9/11/2019,
AxB,R2,Sink,Epp,5/29/19B,C7,P215_A,7,6/26/2019,0,1,,,,,,,,,7/3/2019,N,7/10/2019,N,7/17/2019,,7/24/2019,,7/31/2019,
AxB,R4,Sink,Epp,5/29/19B,H4,P125_A,7,8/7/2019,1,1,,,,,,,,,8/14/2019,Y,8/21/2019,N,8/28/2019,,9/4/2019,,9/11/2019,
AxB,R2,Sink,Epp,5/29/19B,A5,P189_A,7,8/7/2019,1,1,,,,,,,,,8/14/2019,Y,8/21/2019,N,8/28/2019,,9/4/2019,,9/11/2019,
AxB,R2,Sink,Epp,5/29/19B,A12,P196_A,7,8/7/2019,1,1,,,,,,,,,8/14/2019,Y,8/21/2019,N,8/28/2019,,9/4/2019,,9/11/2019,
AxB,R2,Sink,Epp,5/29/19B,B5,P201_A,7,8/7/2019,1,1,,,,,,,,,8/14/2019,Y,8/21/2019,N,8/28/2019,,9/4/2019,,9/11/2019,
AxB,R2,Sink,Epp,5/29/19B,B11,P207_A,7,8/7/2019,1,1,,,,,,,,,8/14/2019,Y,8/21/2019,N,8/28/2019,,9/4/2019,,9/11/2019,
AxB,R2,Sink,Epp,5/29/19B,E6,P238_B,7,7/1/2019,0,1,,,,,,,,,7/8/2019,N,7/15/2019,,7/22/2019,,7/29/2019,,8/5/2019,
AxB,R2,Sink,Epp,5/29/19B,C11,P219_A,7,8/7/2019,1,1,,,,,,,,,8/14/2019,N,8/21/2019,,8/28/2019,,9/4/2019,,9/11/2019,
AxB,R2,Sink,Epp,5/29/19B,D1,P221_A,7,8/7/2019,1,1,,,,,,,,,8/14/2019,N,8/21/2019,,8/28/2019,,9/4/2019,,9/11/2019,
AxB,R2,Sink,Epp,5/29/19B,A12,P196_B,7,8/9/2019,1,1,,,,,,,,,8/15/2019,N,8/22/2019,,8/29/2019,,9/5/2019,,9/12/2019,
AxB,R4,Float,Epp,5/29/19B,G10,P119_A,7,6/3/2019,0,,,,,1,1,1,1,2 filled epp in stocks,6/10/2019,Y,6/17/2019,Y,6/24/2019,R,7/1/2019,R,7/8/2019,R
AxB,R4,Float,Epp,5/29/19B,G10,P119_B,7,6/3/2019,0,,,,,1,1,1,1,"multiple filled epp observed in backup, 7/25",6/10/2019,Y,6/17/2019,Y,6/24/2019,R,7/1/2019,R,7/8/2019,R
AxB,R4,Float,Epp,5/29/19B,G2,P111_A,7,8/7/2019,1,,,,,1,1,1,1,,8/14/2019,Y,8/21/2019,Y,8/28/2019,R,9/4/2019,R,9/11/2019,R
AxB,R2,Sink,Epp,5/29/19B,D10,P230_A,7,8/7/2019,1,,,,,,1,,1,,8/14/2019,Y,8/21/2019,Y,8/28/2019,R,9/4/2019,R,9/11/2019,R
AxB,R2,Sink,Epp,5/29/19B,A10,P194_A,7,6/3/2019,0,,,,,1,1,1,1,,6/10/2019,Y,6/17/2019,Y,6/24/2019,R ,7/1/2019,R,7/8/2019,R
AxB,R2,Sink,Epp,5/29/19B,B6,P202_A,7,6/3/2019,0,,,,,1,1,,1,,6/10/2019,Y,6/17/2019,Y,6/24/2019,R ,7/1/2019,R,7/8/2019,R
AxB,R2,Sink,Epp,5/29/19B,F5,P249_A,7,6/3/2019,0,,,,,1,1,,1,,6/10/2019,Y,6/17/2019,Y,6/24/2019,R ,7/1/2019,R,7/8/2019,R
AxB,R4,Float,Epp,5/29/19B,G3,P112_A,7,8/7/2019,1,1,,,,1,1,,1,,8/14/2019,Y,8/21/2019,Y,8/28/2019,R (mom dead),9/4/2019,R,9/11/2019,R
AxB,R2,Sink,Epp,5/29/19B,A7,P191_A,7,6/3/2019,0,,,,,1,1,1,1,,6/10/2019,Y,6/17/2019,Y,6/24/2019,Y,7/1/2019,R,7/8/2019,R
AxB,R2,Sink,Epp,5/29/19B,B7,P203_A,7,6/3/2019,0,,,,,,,,1,,6/10/2019,Y,6/17/2019,Y,6/24/2019,Y,7/1/2019,R,7/8/2019,R
AxB,R2,Sink,Epp,5/29/19B,C2,P210_A,7,6/3/2019,0,,,,,,1,,1,,6/10/2019,Y,6/17/2019,Y,6/24/2019,Y,7/1/2019,R,7/8/2019,R
AxB,R2,Sink,Epp,5/29/19B,E10,P242_A,7,6/3/2019,0,,,,,1,1,1,1,,6/10/2019,Y,6/17/2019,Y,6/24/2019,Y,7/1/2019,R,7/8/2019,R
AxB,R2,Sink,Epp,5/29/19B,A8,P192_B,7,8/7/2019,1,,,,,1,1,1,1,,8/14/2019,Y,8/21/2019,Y,8/28/2019,Y,9/4/2019,R,9/11/2019,R
AxB,R4,Float,Epp,5/29/19B,G2,P111_B,7,8/9/2019,1,,,,,1,1,1,1,,8/15/2019,Y,8/22/2019,Y,8/29/2019,Y,9/5/2019,R,9/12/2019,R
AxB,R2,Sink,Epp,5/29/19B,E10,P242_B,7,8/9/2019,1,,,,,1,1,1,1,,8/15/2019,Y,8/22/2019,Y,8/29/2019,Y,9/5/2019,R,9/12/2019,R
AxB,R2,Sink,Epp,5/29/19B,D7,P227_A,7,6/3/2019,0,,,,,1,1,1,1,,6/10/2019,Y,6/17/2019,Y,6/24/2019,Y,7/1/2019,Y,7/8/2019,R
AxB,R4,Float,Epp,5/29/19B,H8,P129_A,7,6/3/2019,0,,1,,,,,,,not typical sterile pheno,6/10/2019,Y,6/17/2019,Y,6/24/2019,Y,7/1/2019,Y,7/8/2019,Y
AxB,R2,Sink,Epp,5/29/19B,A10,P194_B,7,6/3/2019,0,,1,,,,,,,,6/10/2019,Y,6/17/2019,Y,6/24/2019,Y,7/1/2019,Y,7/8/2019,Y
AxB,R2,Sink,Epp,5/29/19B,E6,P238_A,7,6/3/2019,0,,1,,,,,,,,6/10/2019,Y,6/17/2019,Y,6/24/2019,Y,7/1/2019,Y,7/8/2019,Y
AxB,R4,Float,Epp,5/29/19B,G1,P110_A,7,6/21/2019,0,,1,,,,,,,Sterile,6/28/2019,Y,7/5/2019,Y,7/12/2019,Y,7/19/2019,Y,7/26/2019,Y
AxB,R4,Sink,Epp,5/29/19C,A10,P143_A,7,6/4/2019,0,1,,,,,,,,,6/11/2019,N,6/18/2019,N,6/25/2019,N,7/2/2019,N,7/9/2019,N
AxB,R4,Sink,Epp,5/29/19C,D5,P174_A,7,6/4/2019,0,1,,,,,,,,,6/11/2019,N,6/18/2019,N,6/25/2019,N,7/2/2019,N,7/9/2019,N
AxB,R4,Sink,Epp,5/29/19C,A10,P143_B,7,6/4/2019,0,1,,,,,,,,,6/11/2019,Y,6/18/2019,N,6/25/2019,N,7/2/2019,N,7/9/2019,N
AxB,R4,Sink,Epp,5/29/19C,D5,P174_B,7,6/4/2019,0,1,,,,,,,,,6/11/2019,Y,6/18/2019,N,6/25/2019,N,7/2/2019,N,7/9/2019,N
AxB,R4,Sink,Epp,5/29/19C,E4,P185_B,7,6/4/2019,0,1,,,,,,,,,6/11/2019,Y,6/18/2019,N,6/25/2019,N,7/2/2019,N,7/9/2019,N
AxB,R4,Sink,Epp,5/29/19C,D6,P175_A,7,6/28/2019,0,,,,,1,,,1,,7/5/2019,Y,7/12/2019,Y,7/19/2019,Y,7/26/2019,R,8/2/2019,R
D8222,R1,Float,Epp,5/29/19C,H7,P154_A,7,8/7/2019,1,1,,,,,,,,,8/14/2019,Y,8/21/2019,Y,8/28/2019,N,9/4/2019,,9/11/2019,
D8222,R1,Float,Epp,5/29/19C,G8,P143_A,7,7/5/2019,0,1,,,,,,,,,7/12/2019,N,7/19/2019,N,7/26/2019,,8/2/2019,,8/9/2019,
AxB,R4,Sink,Epp,5/29/19C,D6,P175_B,7,7/1/2019,0,1,,,,,,,,,7/8/2019,N,7/15/2019,,7/22/2019,,7/29/2019,,8/5/2019,
D8222,R1,Float,Epp,5/29/19C,H1,P148_B,7,7/1/2019,0,1,,,,,,,,,7/8/2019,N,7/15/2019,,7/22/2019,,7/29/2019,,8/5/2019,
D8222,R1,Float,Epp,5/29/19C,H3,P150_A,7,8/10/2019,1,1,,,,,,,,,8/15/2019,N,8/22/2019,,8/29/2019,,9/5/2019,,9/12/2019,
AxB,R4,Sink,Epp,5/29/19C,E1,P182_B,7,8/13/2019,1,1,,,,,,,,,8/20/2019,N,8/27/2019,,9/3/2019,,9/10/2019,,9/17/2019,
D8222,R1,Float,Epp,5/29/19C,H10,P157_A,7,8/7/2019,1,1,,1,,,,,,,8/14/2019,Y,8/21/2019,Y,8/28/2019,missing,9/4/2019,missing,9/11/2019,missing
AxB,R4,Sink,Epp,5/29/19C,E4,P185_A,7,6/4/2019,0,,,,,1,1,,1,,6/11/2019,Y,6/18/2019,Y,6/25/2019,R,7/2/2019,R,7/9/2019,R
D8222,R1,Float,Epp,5/29/19C,G7,P142_A,7,6/24/2019,0,,,,,1,1,,1,,7/1/2019,Y,7/8/2019,Y,7/15/2019,R,7/22/2019,R,7/29/2019,R
D8222,R1,Float,Epp,5/29/19C,H1,P148_A,7,6/28/2019,0,,,,,1,1,,1,,7/5/2019,Y,7/12/2019,Y,7/19/2019,R,7/26/2019,R,8/2/2019,R
AxB,R4,Sink,Epp,5/29/19C,B5,P150_A,7,8/7/2019,1,,,,,1,1,1,1,,8/14/2019,Y,8/21/2019,Y,8/28/2019,R,9/4/2019,R,9/11/2019,R
AxB,R4,Sink,Epp,5/29/19C,B5,P150_B,7,8/7/2019,1,,,,,1,1,,1,,8/14/2019,Y,8/21/2019,Y,8/28/2019,R,9/4/2019,R,9/11/2019,R
AxB,R4,Sink,Epp,5/29/19C,C3,P160_A,7,8/7/2019,1,,,,,1,1,1,1,,8/14/2019,Y,8/21/2019,Y,8/28/2019,R,9/4/2019,R,9/11/2019,R
AxB,R4,Sink,Epp,5/29/19C,C3,P160_B,7,8/7/2019,1,,,,,1,1,1,1,,8/14/2019,Y,8/21/2019,Y,8/28/2019,R,9/4/2019,R,9/11/2019,R
AxB,R4,Sink,Epp,5/29/19C,E1,P182_A,7,8/7/2019,1,,,,,1,1,1,1,,8/14/2019,Y,8/21/2019,Y,8/28/2019,R,9/4/2019,R,9/11/2019,R
D8222,R1,Float,Epp,5/29/19C,G6,P141_A,7,8/7/2019,1,,,,,1,1,,1,,8/14/2019,Y,8/21/2019,Y,8/28/2019,R,9/4/2019,R,9/11/2019,R
D8222,R1,Float,Epp,5/29/19C,G10,P145_A,7,8/7/2019,1,,,,,1,1,,1,,8/14/2019,Y,8/21/2019,Y,8/28/2019,R,9/4/2019,R,9/11/2019,R
D8222,R1,Float,Epp,5/29/19C,H8,P155_A,7,8/7/2019,1,,,,,1,1,,1,,8/14/2019,Y,8/21/2019,Y,8/28/2019,R,9/4/2019,R,9/11/2019,R
AxB,R4,Sink,Epp,5/29/19C,C12,P169_A,7,8/10/2019,1,,,,,1,1,1,1,,8/15/2019,Y,8/22/2019,Y,8/29/2019,R,9/5/2019,R,9/12/2019,R
D8222,R1,Float,Epp,5/29/19C,G11,P146_A,7,8/10/2019,1,,,,,1,1,1,1,,8/15/2019,Y,8/22/2019,Y,8/29/2019,R,9/5/2019,R,9/12/2019,R
AxB,R4,Sink,Epp,5/29/19C,C4,P161_A,7,6/4/2019,0,,,,,1,1,1,1,1 2-egg epp in backup,6/11/2019,Y,6/18/2019,Y,6/25/2019,Y,7/2/2019,R,7/9/2019,R
D8222,R1,Float,Epp,5/29/19C,G12,P147_A,7,6/21/2019,0,,,,,1,1,1,1,,6/28/2019,Y,7/5/2019,Y,7/12/2019,Y,7/19/2019,R,7/26/2019,R
D8222,R1,Float,Epp,5/29/19C,H8,P155_B,7,8/10/2019,1,,,,,,1,,1,,8/15/2019,Y,8/22/2019,Y,8/29/2019,Y,9/5/2019,R,9/12/2019,R
AxB,R4,Sink,Epp,5/29/19C,A9,P142_A,7,6/4/2019,0,,,,,1,,,1,1 empty epp in backups,6/11/2019,Y,6/18/2019,Y,6/25/2019,Y,7/2/2019,R,7/9/2019,R
D8179,R1,Float,Epp,5/29/19C,F7,P156_A,7,6/4/2019,0,,1,,,,,,,not normal sterile phenotype,6/11/2019,Y,6/18/2019,Y,6/25/2019,Y,7/2/2019,Y,7/9/2019,Y
AxB,R4,Sink,Epp,5/29/19C,A4,P137_A,7,8/7/2019,1,,1,,,,,,,,8/14/2019,Y,8/21/2019,Y,8/28/2019,Y,9/4/2019,Y,9/11/2019,Y
D8222,R1,Float,Epp,5/29/19C,H7,P154_B,7,8/7/2019,1,,1,,,,,,,,8/14/2019,Y,8/21/2019,Y,8/28/2019,Y,9/4/2019,Y ,9/11/2019,Y
D8222,R1,Float,Epp,5/29/19D,A10,P169_B,7,6/26/2019,0,,,,,1,1,,1,"all males, jar dead",7/3/2019,Y,7/10/2019,R,7/17/2019,R,7/24/2019,R,7/31/2019,R
D8222,R1,Float,Epp,5/29/19D,F4,P223_B,7,8/9/2019,1,1,,,,,,,1,,8/15/2019,Y,8/22/2019,Y,8/29/2019,R (mom dead),9/5/2019,N,9/12/2019,
D8222,R1,Float,Epp,5/29/19D,D7,P202_A,7,6/17/2019,0,1,,,,,,,,,6/24/2019,N,7/1/2019,N,7/8/2019,N,7/15/2019,,7/22/2019,
D8222,R1,Float,Epp,5/29/19D,D7,P202_B,7,6/21/2019,0,1,,,,,,,,,6/28/2019,N,7/5/2019,N,7/12/2019,N,7/19/2019,,7/26/2019,
D8222,R1,Float,Epp,5/29/19D,A1,P160_A,7,6/21/2019,0,1,,,,,,,,,6/28/2019,Y,7/5/2019,N,7/12/2019,N,7/19/2019,,7/26/2019,
D8222,R1,Float,Epp,5/29/19D,E6,P213_A,7,8/9/2019,1,1,,,,,,,,,8/15/2019,missing,8/22/2019,Y,8/29/2019,N,9/5/2019,,9/12/2019,
D8222,R1,Float,Epp,5/29/19D,F9,P228_A,7,8/6/2019,1,1,,,,,,,,,8/13/2019,Y,8/20/2019,Y,8/27/2019,N,9/3/2019,,9/10/2019,
D8222,R1,Float,Epp,5/29/19D,B2,P173_B,7,8/9/2019,1,1,,,,,,,,,8/15/2019,Y,8/22/2019,Y,8/29/2019,N,9/5/2019,,9/12/2019,
D8222,R1,Float,Epp,5/29/19D,B6,P177_A,7,8/9/2019,1,1,,,,,,,,,8/15/2019,Y,8/22/2019,Y,8/29/2019,N,9/5/2019,,9/12/2019,
D8222,R1,Float,Epp,5/29/19D,G2,P233_B,7,8/9/2019,1,1,,,,,,,,,8/15/2019,Y,8/22/2019,Y,8/29/2019,N,9/5/2019,,9/12/2019,
D8222,R1,Float,Epp,5/29/19D,G10,P241_B,7,8/9/2019,1,1,,,,,,,,,8/15/2019,Y,8/22/2019,Y,8/29/2019,N,9/5/2019,,9/12/2019,
D8222,R1,Float,Epp,5/29/19D,H3,P247_A,7,8/9/2019,1,1,,,,,,,,,8/15/2019,Y,8/22/2019,Y,8/29/2019,N,9/5/2019,,9/12/2019,
D8222,R1,Sink,Epp,5/29/19D,H3,P247_B,7,8/9/2019,1,1,,,,,,,,,8/15/2019,Y,8/22/2019,Y,8/29/2019,N,9/5/2019,,9/12/2019,
D8222,R1,Float,Epp,5/29/19D,A10,P169_A,7,6/25/2019,0,1,,,,,,,,,7/2/2019,N,7/9/2019,N,7/16/2019,,7/23/2019,,7/30/2019,
D8222,R1,Float,Epp,5/29/19D,B1,P172_A,7,6/25/2019,0,1,,,,,,,,,7/2/2019,N,7/9/2019,N,7/16/2019,,7/23/2019,,7/30/2019,
D8222,R1,Float,Epp,5/29/19D,F2,P221_B,7,6/25/2019,0,1,,,,,,,,,7/2/2019,N,7/9/2019,N,7/16/2019,,7/23/2019,,7/30/2019,
D8222,R1,Float,Epp,5/29/19D,G7,P239_A,7,7/5/2019,0,1,,,,,,,,,7/12/2019,N,7/19/2019,N,7/26/2019,,8/2/2019,,8/9/2019,
D8222,R1,Float,Epp,5/29/19D,G4,P235_A,7,6/25/2019,0,1,,,,,,,,,7/2/2019,Y,7/9/2019,N,7/16/2019,,7/23/2019,,7/30/2019,
D8222,R1,Float,Epp,5/29/19D,G1,P232_A,7,6/26/2019,0,1,,,,,,,,,7/3/2019,Y,7/10/2019,N,7/17/2019,,7/24/2019,,7/31/2019,
